5.509991,0.952249
5.631672,0.887163
5.752901,0.821385
5.873574,0.754735
5.993589,0.687037
6.112844,0.618116
6.231238,0.547799
6.348669,0.475911
6.465035,0.402277
6.580235,0.326721
6.694165,0.249066
6.806719,0.169131
6.917785,0.086723
7.027245,0.001640
7.134968,-0.086340
7.240814,-0.177458
7.344560,-0.272089
7.445675,-0.370959
7.543147,-0.474393
7.635449,-0.581971
7.721271,-0.693173
7.799680,-0.807528
7.870040,-0.924634
7.931933,-1.044145
7.985135,-1.165757
8.029512,-1.289207
8.065047,-1.414257
8.091753,-1.540698
8.109653,-1.668338
8.118810,-1.796995
8.119330,-1.926483
8.111343,-2.056617
8.094997,-2.187199
8.070460,-2.318010
8.037961,-2.448800
7.997791,-2.579276
7.950322,-2.709088
7.896075,-2.837824
7.835684,-2.965022
7.769924,-3.090232
7.699615,-3.213106
7.625551,-3.333471
7.548453,-3.451312
7.468866,-3.566643
7.387103,-3.679323
7.303455,-3.789160
7.218216,-3.895934
7.131593,-3.999570
7.043417,-4.100418
6.953410,-4.198894
6.861293,-4.295346
6.766771,-4.390074
6.669518,-4.483354
6.569160,-4.575460
6.464518,-4.666466
6.354494,-4.755528
6.239987,-4.840240
6.122205,-4.918398
6.002060,-4.988471
5.880242,-5.049538
5.757277,-5.101180
5.633551,-5.143225
5.509356,-5.175688
5.384909,-5.198678
5.260375,-5.212375
5.135878,-5.216976
5.011506,-5.212786
4.887324,-5.200067
4.763376,-5.179073
4.639687,-5.150093
4.516268,-5.113399
4.393116,-5.069290
4.270210,-5.018068
4.147508,-4.960060
4.024918,-4.895599
3.902173,-4.824952
3.782400,-4.750618
3.666632,-4.673146
3.554879,-4.592467
3.447203,-4.508498
3.343621,-4.421200
3.244173,-4.330518
3.148867,-4.236426
3.057670,-4.138927
2.970553,-4.038026
2.887421,-3.933777
2.808156,-3.826253
2.732602,-3.715554
2.660570,-3.601810
2.591817,-3.485191
2.526054,-3.365905
2.462980,-3.244169
2.402254,-3.120235
2.343510,-2.994378
2.286367,-2.866895
2.230427,-2.738112
2.175298,-2.608382
2.120325,-2.477470
2.064857,-2.346851
2.008503,-2.216806
1.950894,-2.087655
1.891680,-1.959738
1.830531,-1.833390
1.767116,-1.708952
1.701083,-1.586783
1.632093,-1.467231
1.559833,-1.350622
1.484000,-1.237272
1.404328,-1.127470
1.320556,-1.021529
1.232479,-0.919781
1.139995,-0.822574
1.043081,-0.730303
0.941807,-0.643360
0.836329,-0.562092
0.726846,-0.486785
0.613597,-0.417646
0.496817,-0.354824
0.376766,-0.298365
0.253683,-0.248272
0.127793,-0.204511
-0.000671,-0.166958
-0.131472,-0.135411
-0.264383,-0.109630
-0.399179,-0.089328
-0.535638,-0.074192
-0.673523,-0.063841
-0.812589,-0.057847
-0.952572,-0.055754
-1.093187,-0.057063
-1.234099,-0.061224
-1.374898,-0.067663
-1.515046,-0.075777
-1.654336,-0.084966
-1.792971,-0.094943
-1.931044,-0.105674
-2.068643,-0.117116
-2.205854,-0.129216
-2.342754,-0.141903
-2.479411,-0.155098
-2.615883,-0.168711
-2.752220,-0.182650
-2.888462,-0.196830
-3.024644,-0.211166
-3.160537,-0.225378
-3.296355,-0.238850
-3.432091,-0.250974
-3.567747,-0.261188
-3.703311,-0.268966
-3.838761,-0.273842
-3.974068,-0.275418
-4.109200,-0.273343
-4.244124,-0.267341
-4.378798,-0.257176
-4.513179,-0.242658
-4.647212,-0.223643
-4.780835,-0.200049
-4.913959,-0.171794
-5.046459,-0.138838
-5.178154,-0.101206
-5.308760,-0.058966
-5.437847,-0.012305
-5.564811,0.038479
-5.689171,0.093045
-5.811141,0.151351
-5.931176,0.213519
-6.049483,0.279653
-6.165990,0.350160
-6.280345,0.425838
-6.391924,0.507355
-6.499661,0.595079
-6.602170,0.688909
-6.698106,0.788404
-6.786379,0.893040
-6.866295,1.002301
-6.937438,1.115777
-6.999606,1.233157
-7.052758,1.354196
-7.096898,1.478725
-7.132085,1.606602
-7.158358,1.737722
-7.175781,1.871976
-7.184450,2.009235
-7.184530,2.149323
-7.176214,2.292016
-7.159820,2.436990
-7.135822,2.583795
